id,name,lat,lon,created_at,updated_at
427,Universidad Interamericana,8.984235,-79.528908,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
428,Calle Eusebio A. Morales,8.985912,-79.527668,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
429,Calle Guatemala,8.986318,-79.524986,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
430,Calle José de Fábrega,8.982974,-79.531872,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
431,Complejo Hospitalario Dr. Armulfo Arias Madrid,8.981308,-79.534259,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
432,UDELAS,8.97189,-79.562706,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
433,ANAM,8.974408,-79.558746,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
434,Saint Mary,8.979354,-79.559224,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
435,Calle Evans,8.982259,-79.557916,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
436,Ave. Canfield,8.988417,-79.555996,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
437,Centro Comercial Country,8.995283,-79.558462,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
438,Embajada Estados Unidos,8.998923,-79.559216,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
439,Colegio Javier,9.00383,-79.562816,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
440,Caja Seguro Social Clayton,9.005451,-79.566872,2015-04-07 02:27:19 UTC,2015-04-13 17:31:39 UTC
441,Zona Azúl,9.005905,-79.572972,2015-04-07 02:27:19 UTC,2015-04-13 17:31:51 UTC
442,Ave. Muir,9.005818,-79.576162,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
443,Centro Deportivo Clayton,9.002734,-79.581829,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
444,Ciudad del Saber,8.999598,-79.585304,2015-04-07 02:27:19 UTC,2015-04-13 17:03:56 UTC
445,Calle 134 Este,9.051614,-79.434981,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
446,Villa Cáceres,9.02087,-79.524255,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
447,Calle 76B Oeste,9.017953,-79.522478,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
448,Calle 74 Oeste,9.012077,-79.521657,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
449,Tortimasa,9.065861,-79.493701,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
450,T de Valle de Urracá,9.071402,-79.48895,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
451,Ave. Francisco Paredes,9.134747,-79.550465,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
452,Calle Los Rayitos,9.137158,-79.550272,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
453,Entrada El Amanecer,9.138408,-79.552101,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
454,Ave. Rayitos,9.138521,-79.550908,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
455,M/S Rayitos,9.140158,-79.55245,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
456,Ciudad Bolívar I,9.131973,-79.548729,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
457,Calle Ola,9.12547,-79.555183,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
458,Estación La Cabima,9.110105,-79.538522,2015-04-07 02:27:19 UTC,2015-04-07 02:27:19 UTC
459,Albrook,8.974218,-79.551637,2015-04-13 15:01:10 UTC,2015-04-13 15:01:10 UTC
460,Calle Van Hook R,8.940866,-79.552732,2015-04-13 16:36:23 UTC,2015-04-13 16:36:23 UTC
461,Diablo R,8.973227,-79.565628,2015-04-13 16:57:10 UTC,2015-04-13 16:57:10 UTC
462,Miraflores I,9.003392,-79.589242,2015-04-13 17:00:15 UTC,2015-04-13 17:00:15 UTC
463,Miraflores R,9.003683,-79.589317,2015-04-13 17:02:52 UTC,2015-04-13 17:02:52 UTC
389,Paitilla I,8.976109,-79.516652,2015-04-07 02:27:19 UTC,2015-04-14 22:54:39 UTC
464,Paitilla R,8.976073,-79.51605,2015-04-14 22:55:05 UTC,2015-04-14 22:55:05 UTC
60,Cervecería Nacional R,8.989771,-79.533353,2015-04-07 02:27:18 UTC,2015-04-14 22:57:26 UTC
55,Antiguo Depósito R,8.996883,-79.533314,2015-04-07 02:27:18 UTC,2015-04-14 22:58:14 UTC
465,Calle Radial B R,9.049124,-79.436833,2015-04-15 14:01:51 UTC,2015-04-15 14:01:51 UTC
467,Calle Radial J I,9.044653,-79.429951,2015-04-15 14:04:30 UTC,2015-04-15 14:04:30 UTC
466,Concepción I,9.046496,-79.434441,2015-04-15 14:02:55 UTC,2015-04-15 14:07:26 UTC
331,Calle Plutón,9.042592,-79.423371,2015-04-07 02:27:19 UTC,2015-04-15 14:11:31 UTC
468,Escuela Rubiano R,9.035837,-79.505889,2015-04-15 15:42:48 UTC,2015-04-15 15:43:00 UTC
469,Chivo R,9.072836,-79.523356,2015-04-15 15:46:04 UTC,2015-04-15 15:46:04 UTC
121,El Palmar R,9.08557,-79.528125,2015-04-07 02:27:18 UTC,2015-04-15 15:47:00 UTC
470,Villa Flora R,9.103707,-79.533913,2015-04-15 15:48:37 UTC,2015-04-15 15:48:37 UTC
472,Bella Vista I,8.974165,-79.534364,2015-04-15 16:34:33 UTC,2015-04-15 16:34:33 UTC
471,Martín Sosa R,8.977366,-79.53446,2015-04-15 16:32:23 UTC,2015-04-15 16:35:13 UTC
101,San José (Interamericana) R,9.04482,-79.507197,2015-04-07 02:27:18 UTC,2015-04-15 17:14:05 UTC
403,Circunvalación Vía Israel R,8.983688,-79.512382,2015-04-07 02:27:19 UTC,2015-04-16 19:28:24 UTC
400,Hospital Punta Pacífica,8.982258,-79.510716,2015-04-07 02:27:19 UTC,2015-04-16 19:30:16 UTC
401,San Sebastián I,8.981239,-79.510798,2015-04-07 02:27:19 UTC,2015-04-16 19:28:53 UTC
473,Puente Roque R,9.128538,-79.614744,2015-04-15 16:36:12 UTC,2015-04-15 16:36:12 UTC
474,Puente Roque I,9.128919,-79.61586,2015-04-15 16:36:44 UTC,2015-04-15 16:36:44 UTC
475,San José R,9.13697,-79.620023,2015-04-15 16:38:43 UTC,2015-04-15 16:38:43 UTC
476,San José I,9.136334,-79.62131,2015-04-15 16:38:59 UTC,2015-04-15 16:38:59 UTC
478,Tropigas I,9.144559,-79.621949,2015-04-15 16:39:40 UTC,2015-04-15 16:39:50 UTC
477,Tropigas R,9.144575,-79.621605,2015-04-15 16:39:15 UTC,2015-04-15 16:40:02 UTC
479,Chilibre Centro R,9.153579,-79.621396,2015-04-15 16:40:27 UTC,2015-04-15 16:40:27 UTC
480,Chilibre Centro I,9.153621,-79.622684,2015-04-15 16:40:42 UTC,2015-04-15 16:40:42 UTC
481,Escuela Rooselvet I,9.16184,-79.621439,2015-04-15 16:41:36 UTC,2015-04-15 16:41:36 UTC
482,Escuela Rooselvet R,9.161798,-79.619915,2015-04-15 16:43:52 UTC,2015-04-15 16:43:52 UTC
486,Agua Bendita I,9.168958,-79.618177,2015-04-15 16:45:47 UTC,2015-04-15 16:45:47 UTC
485,Agua Bendita R,9.171299,-79.616396,2015-04-15 16:45:27 UTC,2015-04-15 16:46:07 UTC
487,Villa Linda R,9.1801,-79.615045,2015-04-15 16:46:31 UTC,2015-04-15 16:46:31 UTC
488,Villa Linda I,9.1801,-79.616053,2015-04-15 16:47:04 UTC,2015-04-15 16:47:04 UTC
489,Chilibrillo R,9.186392,-79.615946,2015-04-15 16:47:23 UTC,2015-04-15 16:47:23 UTC
490,Chilibrillo I,9.186127,-79.616375,2015-04-15 16:47:44 UTC,2015-04-15 16:47:44 UTC
492,Madden R,9.199037,-79.623671,2015-04-15 16:49:29 UTC,2015-04-15 16:49:29 UTC
493,Madden I,9.198693,-79.624143,2015-04-15 16:49:44 UTC,2015-04-15 16:49:55 UTC
495,Villa Unida R,9.193911,-79.619207,2015-04-15 16:51:02 UTC,2015-04-15 16:51:02 UTC
494,Villa Unida I,9.194007,-79.61991,2015-04-15 16:50:30 UTC,2015-04-15 16:51:16 UTC
496,Buen Paisaje I,9.18887,-79.617727,2015-04-15 16:51:59 UTC,2015-04-15 16:51:59 UTC
497,Buen Paisaje R,9.189347,-79.616933,2015-04-15 16:52:24 UTC,2015-04-15 16:52:24 UTC
212,Policía Nacional R,8.96563,-79.549224,2015-04-07 02:27:19 UTC,2015-04-15 16:54:53 UTC
484,Las Vegas R,9.164647,-79.619443,2015-04-15 16:44:39 UTC,2015-04-15 16:59:37 UTC
532,La Doña R,9.10287,-79.370105,2015-04-16 20:00:59 UTC,2015-04-16 20:24:50 UTC
483,Las Vegas I,9.165044,-79.620034,2015-04-15 16:44:22 UTC,2015-04-15 16:59:55 UTC
491,Chagres I,9.201283,-79.625731,2015-04-15 16:49:08 UTC,2015-04-15 17:02:32 UTC
498,Chagres R,9.20133,-79.625564,2015-04-15 17:02:36 UTC,2015-04-15 17:03:15 UTC
499,La Cuchilla de Calidonia,8.968082,-79.539353,2015-04-15 17:08:13 UTC,2015-04-15 17:08:13 UTC
180,Aeropuerto R,9.070876,-79.388318,2015-04-07 02:27:19 UTC,2015-04-16 16:42:13 UTC
500,Pantanal R,9.074049,-79.388822,2015-04-16 16:45:41 UTC,2015-04-16 16:46:34 UTC
502,Bomberos de Tocumen R,9.080808,-79.385367,2015-04-16 16:50:44 UTC,2015-04-16 16:50:44 UTC
503,Leones I,9.0828,-79.384444,2015-04-16 16:51:28 UTC,2015-04-16 16:51:28 UTC
534,24 de Diciembre R,9.102854,-79.367364,2015-04-16 20:04:08 UTC,2015-04-16 20:29:44 UTC
511,La Siesta Vieja I,9.082434,-79.366522,2015-04-16 17:01:16 UTC,2015-04-16 17:47:50 UTC
512,El Brillante R,9.086762,-79.3665,2015-04-16 17:48:27 UTC,2015-04-16 17:48:27 UTC
513,Torremolino I,9.06961,-79.392947,2015-04-16 17:50:59 UTC,2015-04-16 17:50:59 UTC
504,Morelo I,9.08646,-79.384782,2015-04-16 16:51:55 UTC,2015-04-16 17:52:40 UTC
514,San Antonio I,9.088494,-79.382658,2015-04-16 17:53:12 UTC,2015-04-16 17:53:20 UTC
505,Calle Van Der Hans I,9.08984,-79.381076,2015-04-16 16:55:10 UTC,2015-04-16 17:53:39 UTC
506,Escuela Ricardo J. Alfaro I,9.091694,-79.379252,2015-04-16 16:55:54 UTC,2015-04-16 17:53:53 UTC
507,Calle Gelabert I,9.093781,-79.377213,2015-04-16 16:56:36 UTC,2015-04-16 17:54:14 UTC
508,Corregiduría Tocumen I,9.09681,-79.375582,2015-04-16 16:57:12 UTC,2015-04-16 17:54:29 UTC
509,Cruce de Tocumen I,9.097785,-79.370754,2015-04-16 16:58:26 UTC,2015-04-16 17:54:46 UTC
193,La Garceta R,9.094686,-79.368059,2015-04-07 02:27:19 UTC,2015-04-16 17:54:54 UTC
510,La Garceta I,9.094935,-79.367884,2015-04-16 16:59:05 UTC,2015-04-16 17:55:01 UTC
501,La Morada I,9.077471,-79.386821,2015-04-16 16:50:02 UTC,2015-04-16 17:56:38 UTC
515,Boulevard,8.964643,-79.534943,2015-04-16 18:59:03 UTC,2015-04-16 18:59:31 UTC
214,Avenida Samuel Lewis,8.989637,-79.51613,2015-04-07 02:27:19 UTC,2015-04-16 19:26:18 UTC
516,Circunvalación Vía Brasil I,8.983486,-79.512354,2015-04-16 19:28:15 UTC,2015-04-16 19:28:15 UTC
525,Hospital 24 de Diciembre I,9.094596,-79.394052,2015-04-16 19:58:24 UTC,2015-04-16 20:24:01 UTC
535,24 de Diciembre I,9.103177,-79.36642,2015-04-16 20:04:25 UTC,2015-04-16 20:29:31 UTC
557,Pacora I,9.087032,-79.286335,2015-04-16 20:14:29 UTC,2015-04-16 20:14:29 UTC
558,Pacora R,9.086841,-79.287493,2015-04-16 20:14:41 UTC,2015-04-16 20:14:41 UTC
520,Industrial R,9.084172,-79.397678,2015-04-16 19:53:47 UTC,2015-04-16 20:22:44 UTC
521,Industrial I,9.084108,-79.398429,2015-04-16 19:54:00 UTC,2015-04-16 20:22:51 UTC
519,Mañanitas I,9.079415,-79.400285,2015-04-16 19:52:28 UTC,2015-04-16 20:23:05 UTC
522,La Loma R,9.08932,-79.39549,2015-04-16 19:54:24 UTC,2015-04-16 20:23:42 UTC
518,Las Américas I,9.072433,-79.403472,2015-04-16 19:51:48 UTC,2015-04-16 20:38:25 UTC
523,La Loma I,9.089977,-79.396069,2015-04-16 19:54:36 UTC,2015-04-16 20:23:48 UTC
524,Hospital 24 de Diciembre R,9.094384,-79.393129,2015-04-16 19:58:02 UTC,2015-04-16 20:23:55 UTC
526,Punta del Este R,9.099342,-79.388452,2015-04-16 19:58:47 UTC,2015-04-16 20:24:07 UTC
527,Punta del Este I,9.10002,-79.389181,2015-04-16 19:59:03 UTC,2015-04-16 20:24:13 UTC
528,La Fonda R,9.101525,-79.38416,2015-04-16 19:59:38 UTC,2015-04-16 20:24:19 UTC
529,La Fonda I,9.102732,-79.384353,2015-04-16 19:59:52 UTC,2015-04-16 20:24:28 UTC
539,Nuevo Tocumen R,9.101122,-79.348626,2015-04-16 20:06:19 UTC,2015-04-16 20:30:46 UTC
530,El Encanto R,9.103241,-79.378774,2015-04-16 20:00:12 UTC,2015-04-16 20:30:07 UTC
533,La Doña I,9.103432,-79.370078,2015-04-16 20:01:16 UTC,2015-04-16 20:24:45 UTC
531,El Encanto I,9.103469,-79.379348,2015-04-16 20:00:27 UTC,2015-04-16 20:30:00 UTC
536,La Casa del Zink I,9.102891,-79.363614,2015-04-16 20:04:54 UTC,2015-04-16 20:27:24 UTC
538,Las Paredes I,9.102589,-79.359693,2015-04-16 20:05:58 UTC,2015-04-16 20:29:20 UTC
537,Las Paredes R,9.102319,-79.35943,2015-04-16 20:05:47 UTC,2015-04-16 20:29:13 UTC
540,Nuevo Tocumen I,9.102224,-79.34957,2015-04-16 20:06:35 UTC,2015-04-16 20:30:53 UTC
541,El Molino I,9.100762,-79.331015,2015-04-16 20:07:59 UTC,2015-04-16 20:31:31 UTC
544,Felipillo I,9.100614,-79.32837,2015-04-16 20:09:01 UTC,2015-04-16 20:31:43 UTC
542,El Molino R,9.100259,-79.331262,2015-04-16 20:08:24 UTC,2015-04-16 20:31:21 UTC
546,Nueva Esperanza I,9.10002,-79.32189,2015-04-16 20:10:08 UTC,2015-04-16 20:32:22 UTC
543,Felipillo R,9.100004,-79.32697,2015-04-16 20:08:48 UTC,2015-04-16 20:31:59 UTC
554,Cruce de Pacora I,9.098241,-79.287257,2015-04-16 20:13:17 UTC,2015-04-16 20:33:55 UTC
547,San Juan R,9.09841,-79.303286,2015-04-16 20:10:25 UTC,2015-04-16 20:32:43 UTC
548,San Juan I,9.098728,-79.303651,2015-04-16 20:10:38 UTC,2015-04-16 20:32:59 UTC
549,Tatare R,9.09788,-79.29672,2015-04-16 20:11:11 UTC,2015-04-16 20:33:16 UTC
550,Tatare I,9.098283,-79.296972,2015-04-16 20:11:29 UTC,2015-04-16 20:33:28 UTC
553,Cruce de Pacora R,9.09788,-79.287279,2015-04-16 20:12:50 UTC,2015-04-16 20:33:49 UTC
555,Colinas de Pacora R,9.088748,-79.288416,2015-04-16 20:13:43 UTC,2015-04-16 20:34:47 UTC
551,Altos de Tatare R,9.097547,-79.291055,2015-04-16 20:11:47 UTC,2015-04-16 20:34:27 UTC
552,Altos de Tatare I,9.097896,-79.291221,2015-04-16 20:12:10 UTC,2015-04-16 20:34:25 UTC
556,Colinas de Pacora I,9.088812,-79.287472,2015-04-16 20:13:58 UTC,2015-04-16 20:34:54 UTC
559,Parque Pacora R,9.084468,-79.287343,2015-04-16 20:14:58 UTC,2015-04-16 20:35:11 UTC
560,Parque Pacora I,9.084638,-79.286592,2015-04-16 20:15:12 UTC,2015-04-16 20:35:16 UTC
517,Las Américas R,9.072242,-79.402463,2015-04-16 19:51:36 UTC,2015-04-16 20:38:16 UTC
545,Nueva Esperanza R,9.099687,-79.322287,2015-04-16 20:09:54 UTC,2015-04-16 20:32:17 UTC
561,Calle Gabilán,8.950935,-79.55285,2015-04-17 15:41:08 UTC,2015-04-17 15:41:08 UTC
562,El Límite I,8.951602,-79.548032,2015-04-17 15:42:10 UTC,2015-04-17 15:42:10 UTC
563,Avenida de los Mártires,8.957468,-79.543843,2015-04-17 15:43:06 UTC,2015-04-17 15:43:06 UTC
570,Furniture City R,8.995884,-79.519429,2015-04-24 19:56:10 UTC,2015-04-24 19:56:10 UTC
571,Villa Las Fuentes R,9.014847,-79.534718,2015-04-24 21:01:52 UTC,2015-04-24 21:01:52 UTC
572,Universidad Tecnológica R,9.019498,-79.531671,2015-04-24 21:02:25 UTC,2015-04-24 21:02:25 UTC
573,Santa María R,9.020706,-79.529021,2015-04-24 21:02:48 UTC,2015-04-24 21:02:48 UTC
574,Club de las Montañas R,9.031027,-79.515781,2015-04-24 21:04:47 UTC,2015-04-24 21:04:47 UTC
575,Artec R,9.031366,-79.511597,2015-04-24 21:08:38 UTC,2015-04-24 21:08:38 UTC
576,Escuela Manuel E. Amador R,9.008086,-79.5187,2015-04-24 21:13:42 UTC,2015-04-24 21:13:42 UTC
577,Cemento Panama I,9.019287,-79.517198,2015-04-24 21:15:38 UTC,2015-04-24 21:15:38 UTC
578,Cemento Panamá R,9.020018,-79.516329,2015-04-24 21:16:00 UTC,2015-04-24 21:16:00 UTC
579,Calle 81 Oeste R,9.024235,-79.51046,2015-04-24 21:16:36 UTC,2015-04-24 21:16:36 UTC
580,Calle 81 Oeste I,9.024945,-79.510342,2015-04-24 21:16:49 UTC,2015-04-24 21:16:49 UTC
581,villa de la fuente,8.94536,-79.554255,2015-04-25 17:29:16 UTC,2015-04-25 17:29:16 UTC
39,Plaza Córdoba R,9.001658,-79.520017,2015-04-07 02:27:18 UTC,2015-04-26 21:16:53 UTC
582,IFARHU,8.979782,-79.529225,2015-04-26 21:20:45 UTC,2015-04-26 21:20:45 UTC
583,Medisalud,8.977991,-79.532744,2015-04-26 21:23:51 UTC,2015-04-26 21:23:51 UTC
584,Calle M,8.963006,-79.540662,2015-04-26 21:27:44 UTC,2015-04-26 21:27:44 UTC
569,Calle 27 Este,8.9645,-79.537432,2015-04-24 19:02:52 UTC,2015-04-26 21:28:45 UTC
585,Multiláminas I,8.996928,-79.527213,2015-04-26 22:39:40 UTC,2015-04-26 22:39:40 UTC
70,Calle 64 Oeste I,8.999922,-79.525101,2015-04-07 02:27:18 UTC,2015-04-26 22:40:46 UTC
72,Bethania R,9.002413,-79.523006,2015-04-07 02:27:18 UTC,2015-04-26 22:40:57 UTC
165,Severino Hernández R,9.029125,-79.496727,2015-04-07 02:27:18 UTC,2015-04-26 22:47:31 UTC
586,Rooselvet R,9.030513,-79.491309,2015-04-26 22:48:37 UTC,2015-04-26 22:48:37 UTC
588,Súper 99 San Miguelito,9.030349,-79.50531,2015-04-26 22:53:46 UTC,2015-04-26 22:53:46 UTC
163,Las Colinas R,9.030577,-79.502403,2015-04-07 02:27:18 UTC,2015-04-26 22:55:39 UTC
589,Las Colinas I,9.030873,-79.502102,2015-04-26 22:55:58 UTC,2015-04-26 22:55:58 UTC
590,Vila Lucre I,9.037596,-79.48102,2015-04-26 22:58:16 UTC,2015-04-26 22:58:16 UTC
591,Villa Lucre R,9.03731,-79.480548,2015-04-26 22:58:40 UTC,2015-04-26 22:58:40 UTC
592,Plaza Conquistador I,9.041718,-79.475055,2015-04-26 22:59:52 UTC,2015-04-26 22:59:52 UTC
587,El Crisol R,9.043286,-79.47204,2015-04-26 22:51:22 UTC,2015-04-26 23:00:28 UTC
593,Nueva California R,9.054835,-79.437944,2015-04-26 23:10:03 UTC,2015-04-26 23:10:03 UTC
594,Nueva California I,9.055238,-79.438233,2015-04-26 23:10:52 UTC,2015-04-26 23:10:52 UTC
595,Universidad Tecnológica de Panamá UTP R,9.06811,-79.406905,2015-04-26 23:13:42 UTC,2015-04-26 23:13:42 UTC
596,Universidad Tecnológica de Panamá UTP I,9.069011,-79.40712,2015-04-26 23:14:11 UTC,2015-04-26 23:14:11 UTC
597,Carvajal,9.066256,-79.412463,2015-04-26 23:15:39 UTC,2015-04-26 23:15:39 UTC
598,Harinas del Itsmo R,9.065133,-79.414555,2015-04-26 23:16:01 UTC,2015-04-26 23:16:01 UTC
599,Harinas del Itsmo I,9.064964,-79.41625,2015-04-26 23:16:50 UTC,2015-04-26 23:16:50 UTC
600,Cardoze & Lindo,9.035689,-79.48293,2015-04-26 23:20:58 UTC,2015-04-26 23:20:58 UTC
298,Calle 140 Oeste,9.062522,-79.43002,2015-04-07 02:27:19 UTC,2015-04-26 23:30:30 UTC
603,Calle 149 Este A,9.063322,-79.420381,2015-04-26 23:43:30 UTC,2015-04-26 23:43:30 UTC
605,Calle 149 Este,9.062177,-79.42081,2015-04-26 23:50:40 UTC,2015-04-26 23:50:40 UTC
604,Calle 139 Este R,9.060821,-79.426517,2015-04-26 23:45:54 UTC,2015-04-26 23:51:46 UTC
607,San Pedro Norte R,9.047217,-79.463232,2015-04-26 23:53:34 UTC,2015-04-26 23:54:26 UTC
608,Cerro Viento R,9.049633,-79.454606,2015-04-26 23:54:51 UTC,2015-04-26 23:54:51 UTC
601,San Cristobal Norte R,9.04478,-79.468403,2015-04-26 23:24:08 UTC,2015-04-26 23:59:32 UTC
602,San Cristobal Norte I,9.045368,-79.468698,2015-04-26 23:25:14 UTC,2015-04-26 23:59:44 UTC
609,Brisas del Golf R,9.048287,-79.460474,2015-04-26 23:56:20 UTC,2015-04-27 00:00:29 UTC
284,Villa de Don Bosco I,9.04158,-79.407586,2015-04-07 02:27:19 UTC,2015-04-27 00:14:39 UTC
610,Calle 4 R,9.054909,-79.417312,2015-04-27 00:16:47 UTC,2015-04-27 00:16:47 UTC
606,Don Bosco I,9.061478,-79.423074,2015-04-26 23:51:06 UTC,2015-04-27 00:18:44 UTC
